Player,Team,Role,Span,Overall_Matches,Overall_Runs,Overall_HS,Overall_Batting_Ave,Overall_SR,Overall_Centuries,Overall_Fifties,Overall_Fours,Overall_Sixes,Matches_vs_India,Not Outs_vs_India,Runs_vs_India,HS_vs_India,Batting_Ave_vs_India,SR_vs_India,Centuries_vs_India,Fifties_vs_India,Fours_vs_India,Sixes_vs_India,Matches_vs_Australia,Not Outs_vs_Australia,Runs_vs_Australia,HS_vs_Australia,Batting_Ave_vs_Australia,SR_vs_Australia,Centuries_vs_Australia,Fifties_vs_Australia,Fours_vs_Australia,Sixes_vs_Australia,Matches_vs_Bangladesh,Not Outs_vs_Bangladesh,Runs_vs_Bangladesh,HS_vs_Bangladesh,Batting_Ave_vs_Bangladesh,SR_vs_Bangladesh,Centuries_vs_Bangladesh,Fifties_vs_Bangladesh,Fours_vs_Bangladesh,Sixes_vs_Bangladesh,Matches_vs_New Zealand,Not Outs_vs_New Zealand,Runs_vs_New Zealand,HS_vs_New Zealand,Batting_Ave_vs_New Zealand,SR_vs_New Zealand,Centuries_vs_New Zealand,Fifties_vs_New Zealand,Fours_vs_New Zealand,Sixes_vs_New Zealand,Matches_vs_Afghanistan,Not Outs_vs_Afghanistan,Runs_vs_Afghanistan,HS_vs_Afghanistan,Batting_Ave_vs_Afghanistan,SR_vs_Afghanistan,Centuries_vs_Afghanistan,Fifties_vs_Afghanistan,Fours_vs_Afghanistan,Sixes_vs_Afghanistan,Matches_vs_South Africa,Not Outs_vs_South Africa,Runs_vs_South Africa,HS_vs_South Africa,Batting_Ave_vs_South Africa,SR_vs_South Africa,Centuries_vs_South Africa,Fifties_vs_South Africa,Fours_vs_South Africa,Sixes_vs_South Africa,Matches_vs_Srilanka,Not Outs_vs_Srilanka,Runs_vs_Srilanka,HS_vs_Srilanka,Batting_Ave_vs_Srilanka,SR_vs_Srilanka,Centuries_vs_Srilanka,Fifties_vs_Srilanka,Fours_vs_Srilanka,Sixes_vs_Srilanka,Matches_vs_West Indies,Not Outs_vs_West Indies,Runs_vs_West Indies,HS_vs_West Indies,Batting_Ave_vs_West Indies,SR_vs_West Indies,Centuries_vs_West Indies,Fifties_vs_West Indies,Fours_vs_West Indies,Sixes_vs_West Indies,Matches_vs_Canada,Not Outs_vs_Canada,Runs_vs_Canada,HS_vs_Canada,Batting_Ave_vs_Canada,SR_vs_Canada,Centuries_vs_Canada,Fifties_vs_Canada,Fours_vs_Canada,Sixes_vs_Canada,Matches_vs_England,Not Outs_vs_England,Runs_vs_England,HS_vs_England,Batting_Ave_vs_England,SR_vs_England,Centuries_vs_England,Fifties_vs_England,Fours_vs_England,Sixes_vs_England,Matches_vs_Hong Kong,Not Outs_vs_Hong Kong,Runs_vs_Hong Kong,HS_vs_Hong Kong,Batting_Ave_vs_Hong Kong,SR_vs_Hong Kong,Centuries_vs_Hong Kong,Fifties_vs_Hong Kong,Fours_vs_Hong Kong,Sixes_vs_Hong Kong,Matches_vs_Ireland,Not Outs_vs_Ireland,Runs_vs_Ireland,HS_vs_Ireland,Batting_Ave_vs_Ireland,SR_vs_Ireland,Centuries_vs_Ireland,Fifties_vs_Ireland,Fours_vs_Ireland,Sixes_vs_Ireland,Matches_vs_Namibia,Not Outs_vs_Namibia,Runs_vs_Namibia,HS_vs_Namibia,Batting_Ave_vs_Namibia,SR_vs_Namibia,Centuries_vs_Namibia,Fifties_vs_Namibia,Fours_vs_Namibia,Sixes_vs_Namibia,Matches_vs_Kenya,Not Outs_vs_Kenya,Runs_vs_Kenya,HS_vs_Kenya,Batting_Ave_vs_Kenya,SR_vs_Kenya,Centuries_vs_Kenya,Fifties_vs_Kenya,Fours_vs_Kenya,Sixes_vs_Kenya,Matches_vs_Nepal,Not Outs_vs_Nepal,Runs_vs_Nepal,HS_vs_Nepal,Batting_Ave_vs_Nepal,SR_vs_Nepal,Centuries_vs_Nepal,Fifties_vs_Nepal,Fours_vs_Nepal,Sixes_vs_Nepal,Matches_vs_Netherlands,Not Outs_vs_Netherlands,Runs_vs_Netherlands,HS_vs_Netherlands,Batting_Ave_vs_Netherlands,SR_vs_Netherlands,Centuries_vs_Netherlands,Fifties_vs_Netherlands,Fours_vs_Netherlands,Sixes_vs_Netherlands,Matches_vs_Oman,Not Outs_vs_Oman,Runs_vs_Oman,HS_vs_Oman,Batting_Ave_vs_Oman,SR_vs_Oman,Centuries_vs_Oman,Fifties_vs_Oman,Fours_vs_Oman,Sixes_vs_Oman,Matches_vs_USA,Not Outs_vs_USA,Runs_vs_USA,HS_vs_USA,Batting_Ave_vs_USA,SR_vs_USA,Centuries_vs_USA,Fifties_vs_USA,Fours_vs_USA,Sixes_vs_USA,Matches_vs_UAE,Not Outs_vs_UAE,Runs_vs_UAE,HS_vs_UAE,Batting_Ave_vs_UAE,SR_vs_UAE,Centuries_vs_UAE,Fifties_vs_UAE,Fours_vs_UAE,Sixes_vs_UAE,Matches_vs_Scotland,Not Outs_vs_Scotland,Runs_vs_Scotland,HS_vs_Scotland,Batting_Ave_vs_Scotland,SR_vs_Scotland,Centuries_vs_Scotland,Fifties_vs_Scotland,Fours_vs_Scotland,Sixes_vs_Scotland,Matches_vs_Papa New Guinea,Not Outs_vs_Papa New Guinea,Runs_vs_Papa New Guinea,HS_vs_Papa New Guinea,Batting_Ave_vs_Papa New Guinea,SR_vs_Papa New Guinea,Centuries_vs_Papa New Guinea,Fifties_vs_Papa New Guinea,Fours_vs_Papa New Guinea,Sixes_vs_Papa New Guinea,Matches_vs_Pakistan,Not Outs_vs_Pakistan,Runs_vs_Pakistan,HS_vs_Pakistan,Batting_Ave_vs_Pakistan,SR_vs_Pakistan,Centuries_vs_Pakistan,Fifties_vs_Pakistan,Fours_vs_Pakistan,Sixes_vs_Pakistan,Matches_vs_Zimbabwe,Not Outs_vs_Zimbabwe,Runs_vs_Zimbabwe,HS_vs_Zimbabwe,Batting_Ave_vs_Zimbabwe,SR_vs_Zimbabwe,Centuries_vs_Zimbabwe,Fifties_vs_Zimbabwe,Fours_vs_Zimbabwe,Sixes_vs_Zimbabwe,Matches_in_India,Not Outs_in_India,Runs_in_India,HS_in_India,Batting_Ave_in_India,SR_in_India,Centuries_in_India,Fifties_in_India,Fours_in_India,Sixes_in_India,Matches_in_Australia,Not Outs_in_Australia,Runs_in_Australia,HS_in_Australia,Batting_Ave_in_Australia,SR_in_Australia,Centuries_in_Australia,Fifties_in_Australia,Fours_in_Australia,Sixes_in_Australia,Matches_in_Bangladesh,Not Outs_in_Bangladesh,Runs_in_Bangladesh,HS_in_Bangladesh,Batting_Ave_in_Bangladesh,SR_in_Bangladesh,Centuries_in_Bangladesh,Fifties_in_Bangladesh,Fours_in_Bangladesh,Sixes_in_Bangladesh,Matches_in_New Zealand,Not Outs_in_New Zealand,Runs_in_New Zealand,HS_in_New Zealand,Batting_Ave_in_New Zealand,SR_in_New Zealand,Centuries_in_New Zealand,Fifties_in_New Zealand,Fours_in_New Zealand,Sixes_in_New Zealand,Matches_in_Afghanistan,Not Outs_in_Afghanistan,Runs_in_Afghanistan,HS_in_Afghanistan,Batting_Ave_in_Afghanistan,SR_in_Afghanistan,Centuries_in_Afghanistan,Fifties_in_Afghanistan,Fours_in_Afghanistan,Sixes_in_Afghanistan,Matches_in_South Africa,Not Outs_in_South Africa,Runs_in_South Africa,HS_in_South Africa,Batting_Ave_in_South Africa,SR_in_South Africa,Centuries_in_South Africa,Fifties_in_South Africa,Fours_in_South Africa,Sixes_in_South Africa,Matches_in_Srilanka,Not Outs_in_Srilanka,Runs_in_Srilanka,HS_in_Srilanka,Batting_Ave_in_Srilanka,SR_in_Srilanka,Centuries_in_Srilanka,Fifties_in_Srilanka,Fours_in_Srilanka,Sixes_in_Srilanka,Matches_in_West Indies,Not Outs_in_West Indies,Runs_in_West Indies,HS_in_West Indies,Batting_Ave_in_West Indies,SR_in_West Indies,Centuries_in_West Indies,Fifties_in_West Indies,Fours_in_West Indies,Sixes_in_West Indies,Matches_in_Canada,Not Outs_in_Canada,Runs_in_Canada,HS_in_Canada,Batting_Ave_in_Canada,SR_in_Canada,Centuries_in_Canada,Fifties_in_Canada,Fours_in_Canada,Sixes_in_Canada,Matches_in_England,Not Outs_in_England,Runs_in_England,HS_in_England,Batting_Ave_in_England,SR_in_England,Centuries_in_England,Fifties_in_England,Fours_in_England,Sixes_in_England,Matches_in_Hong Kong,Not Outs_in_Hong Kong,Runs_in_Hong Kong,HS_in_Hong Kong,Batting_Ave_in_Hong Kong,SR_in_Hong Kong,Centuries_in_Hong Kong,Fifties_in_Hong Kong,Fours_in_Hong Kong,Sixes_in_Hong Kong,Matches_in_Ireland,Not Outs_in_Ireland,Runs_in_Ireland,HS_in_Ireland,Batting_Ave_in_Ireland,SR_in_Ireland,Centuries_in_Ireland,Fifties_in_Ireland,Fours_in_Ireland,Sixes_in_Ireland,Matches_in_Namibia,Not Outs_in_Namibia,Runs_in_Namibia,HS_in_Namibia,Batting_Ave_in_Namibia,SR_in_Namibia,Centuries_in_Namibia,Fifties_in_Namibia,Fours_in_Namibia,Sixes_in_Namibia,Matches_in_Kenya,Not Outs_in_Kenya,Runs_in_Kenya,HS_in_Kenya,Batting_Ave_in_Kenya,SR_in_Kenya,Centuries_in_Kenya,Fifties_in_Kenya,Fours_in_Kenya,Sixes_in_Kenya,Matches_in_Nepal,Not Outs_in_Nepal,Runs_in_Nepal,HS_in_Nepal,Batting_Ave_in_Nepal,SR_in_Nepal,Centuries_in_Nepal,Fifties_in_Nepal,Fours_in_Nepal,Sixes_in_Nepal,Matches_in_Netherlands,Not Outs_in_Netherlands,Runs_in_Netherlands,HS_in_Netherlands,Batting_Ave_in_Netherlands,SR_in_Netherlands,Centuries_in_Netherlands,Fifties_in_Netherlands,Fours_in_Netherlands,Sixes_in_Netherlands,Matches_in_Oman,Not Outs_in_Oman,Runs_in_Oman,HS_in_Oman,Batting_Ave_in_Oman,SR_in_Oman,Centuries_in_Oman,Fifties_in_Oman,Fours_in_Oman,Sixes_in_Oman,Matches_in_USA,Not Outs_in_USA,Runs_in_USA,HS_in_USA,Batting_Ave_in_USA,SR_in_USA,Centuries_in_USA,Fifties_in_USA,Fours_in_USA,Sixes_in_USA,Matches_in_UAE,Not Outs_in_UAE,Runs_in_UAE,HS_in_UAE,Batting_Ave_in_UAE,SR_in_UAE,Centuries_in_UAE,Fifties_in_UAE,Fours_in_UAE,Sixes_in_UAE,Matches_in_Scotland,Not Outs_in_Scotland,Runs_in_Scotland,HS_in_Scotland,Batting_Ave_in_Scotland,SR_in_Scotland,Centuries_in_Scotland,Fifties_in_Scotland,Fours_in_Scotland,Sixes_in_Scotland,Matches_in_Papa New Guinea,Not Outs_in_Papa New Guinea,Runs_in_Papa New Guinea,HS_in_Papa New Guinea,Batting_Ave_in_Papa New Guinea,SR_in_Papa New Guinea,Centuries_in_Papa New Guinea,Fifties_in_Papa New Guinea,Fours_in_Papa New Guinea,Sixes_in_Papa New Guinea,Matches_in_Pakistan,Not Outs_in_Pakistan,Runs_in_Pakistan,HS_in_Pakistan,Batting_Ave_in_Pakistan,SR_in_Pakistan,Centuries_in_Pakistan,Fifties_in_Pakistan,Fours_in_Pakistan,Sixes_in_Pakistan,Matches_in_Zimbabwe,Not Outs_in_Zimbabwe,Runs_in_Zimbabwe,HS_in_Zimbabwe,Batting_Ave_in_Zimbabwe,SR_in_Zimbabwe,Centuries_in_Zimbabwe,Fifties_in_Zimbabwe,Fours_in_Zimbabwe,Sixes_in_Zimbabwe,Composite_Score,Performance_Category
Babar Azam,Pakistan,BAT,2015-2023,0.602409639,0.597300469,0.598484848,0.379294872,0.297466667,0.5625,0.619047619,0.576100629,0.206477733,5,0,158,48,31.6,75.96,0,0,14,1,9,1,588,114,73.5,91.73,3,2,59,3,2,0,97,96,48.5,96.03,0,1,11,0,19,1,840,107,46.66,83.0,2,7,76,7,2,0,111,66,55.5,76.55,0,1,9,1,10,2,523,103,65.37,89.55,1,3,61,4,10,1,496,115,62.0,82.39,3,1,32,4,10,1,717,125,79.66,92.63,5,1,51,9,0,0,0,0,0.0,0.0,0,0,0,0,19,2,816,158,48.0,97.37,2,5,77,13,1,33,33,33,36.0,0.0,0,0,1,0,1,0,29,29,29.0,100.0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,222,91,74.0,275.0,0.0,3,0,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9,4,459,125,114.75,100.43,2,2,43,5,0,0,0,0,0.0,0.0,0,0,0,0,5,0,282,100,56.4,82.21,1,1,23,2,0,0,0,0,0.0,0.0,0,0,0,0,7,0,176,83,25.14,76.85,0,2,21,1,0,0,0,0,0,0,0,0,0,0,8,1,423,103,60.42,93.37,1,2,50,4,2,0,37,25,18.5,75.51,0,0,4,0,3,1,154,125,77.0,88.0,1,0,10,3,0,0,0,0,0.0,0.0,0,0,0,0,26,3,1183,158,51.43,91.28,3,5,124,9,0,0,0,0,0.0,0.0,0,0,0,0,1,0,29,29,29.0,100.0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,222,91,74.0,80.72,0,3,20,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,20,2,1096,123,64.47,85.15,5,5,73,13,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,20,2,1303,125,72.38,94.01,6,8,115,14,5,3,184,106,184.0,102.22,1,0,16,2,0.493231386,High
Mohammad Hafeez,Pakistan,AR,2013-2019,0.584337349,0.401877934,0.53030303,0.258205128,0.280066667,0.1875,0.523809524,0.391194969,0.315789474,4,1,174,75,58.0,85.29,0,2,9,6,6,0,169,72,28.16,77.16,0,1,14,2,5,0,87,52,17.4,80.55,0,1,12,0,17,1,548,86,34.25,83.53,0,5,47,15,2,0,29,19,14.5,56.86,0,0,2,0,14,1,316,71,26.33,72.31,0,2,32,5,21,3,910,140,53.52,87.92,4,3,87,17,9,0,322,88,35.77,79.11,0,3,27,8,0,0,0,0,0.0,0.0,0,0,0,0,9,2,369,102,52.71,92.01,1,2,32,11,0,0,0,0,0.0,0.0,0,0,0,0,1,0,37,37,37.0,62.71,0,0,4,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9,2,463,136,66.14,92.97,1,3,45,13,0,0,0,0,0.0,0.0,0,0,0,0,5,0,123,72,24.6,72.35,0,1,11,1,8,0,166,75,20.75,66.93,0,2,15,2,9,0,352,86,39.11,89.34,0,4,25,13,0,0,0,0,0,0,0,0,0,0,7,1,162,71,32.4,93.64,0,2,17,3,8,0,357,103,44.62,92.24,1,3,41,7,8,0,306,88,38.25,79.89,0,3,25,8,0,0,0,0,0.0,0.0,0,0,0,0,16,2,471,84,33.64,91.1,0,3,36,14,0,0,0,0,0.0,0.0,0,0,0,0,1,0,37,37,37.0,62.71,0,0,4,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,26,5,987,140,49.35,79.21,4,1,92,16,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,181,86,60.33,96.79,0,2,18,5,6,2,282,136,70.5,90.67,1,1,27,8,0.385898231,High
Fakhar Zaman,Pakistan,BAT,2017-2023,0.421686747,0.369483568,0.795454545,0.310448718,0.3109,0.3125,0.357142857,0.451572327,0.226720648,4,0,207,114,51.75,88.46,1,1,20,5,4,0,102,67,25.5,105.15,0,1,13,2,2,0,14,13,7.0,40.0,0,0,1,0,16,2,833,180,59.5,89.28,3,5,93,13,2,0,0,0,0.0,0.0,0,0,0,0,10,0,544,193,54.4,101.11,2,1,63,15,8,0,328,76,41.0,89.37,0,3,38,5,4,0,85,35,21.25,75.89,0,0,11,1,0,0,0,0,0.0,0.0,0,0,0,0,10,0,356,138,35.6,89.44,1,2,37,7,1,24,24,24,27.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,138,109,46.0,162.0,1.0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,3,517,210,172.33,111.42,2,2,65,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,1,150,82,50.0,81.08,0,2,14,5,0,0,0,0,0,0,0,0,0,0,8,0,469,193,58.62,100.86,2,1,51,14,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,20,0,701,138,35.05,93.46,2,4,81,14,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,138,109,46.0,85.18,1,0,16,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,13,0,358,88,27.53,82.29,0,2,39,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,17,1,817,180,51.06,89.19,3,4,93,12,5,3,515,210,257.5,111.47,2,2,65,6,0.395101046,High
Imam-ul-Haq,Pakistan,BAT,2017-2023,0.355421687,0.319131455,0.571969697,0.328846154,0.276633333,0.28125,0.380952381,0.271698113,0.105263158,3,0,19,10,6.33,42.22,0,0,3,0,7,1,414,106,69.0,87.71,2,2,28,10,2,0,183,100,91.5,89.26,1,1,9,1,9,1,262,90,32.75,76.16,0,2,25,2,2,0,116,80,58.0,74.83,0,1,9,1,9,0,447,101,49.66,80.83,1,4,33,4,4,1,178,100,59.33,76.39,1,0,10,3,4,0,201,72,50.25,90.54,0,3,19,1,0,0,0,0,0.0,0.0,0,0,0,0,8,2,335,151,55.83,84.38,1,1,34,2,1,50,50,0,69.0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,8,6,4.0,29.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8,0,506,128,63.25,91.66,3,1,43,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,2,2,2.0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,403,101,50.37,81.41,1,4,27,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,15,2,596,151,45.84,80.64,2,2,62,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,8,6,4.0,27.58,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,13,3,485,100,48.5,71.21,1,3,28,9,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,15,1,830,106,59.28,91.4,2,7,68,10,5,0,395,128,79.0,95.64,3,0,31,1,0.321240664,High
Sarfaraz Ahmed,Pakistan,WKBAT,2013-2021,0.56626506,0.251525822,0.397727273,0.228910256,0.2995,0.0625,0.261904762,0.208805031,0.048582996,5,0,77,44,19.25,62.09,0,0,4,0,5,0,181,65,36.2,83.79,0,1,12,2,4,1,44,24,14.66,84.61,0,0,5,0,18,4,374,64,26.71,92.34,0,2,33,4,2,0,26,18,13.0,76.47,0,0,1,0,7,2,112,49,28.0,86.82,0,0,10,3,13,2,226,77,32.28,83.39,0,2,17,0,7,4,197,60,65.66,101.54,0,1,16,0,0,0,0,0,0.0,0.0,0,0,0,0,16,2,655,105,59.54,99.39,1,5,51,3,0,0,0,0,0.0,0.0,0,0,0,0,2,1,103,101,103.0,78.62,1,0,6,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,14,2,148,44,24.66,87.05,0,0,11,0,0,0,0,0,0.0,0.0,0,0,0,0,2,1,111,101,111.0,79.28,1,0,7,0,2,0,31,24,15.5,73.8,0,0,3,0,10,1,217,51,24.11,82.5,0,1,18,6,0,0,0,0,0,0,0,0,0,0,4,1,61,41,20.33,78.2,0,0,5,0,5,1,128,77,42.66,98.46,0,1,11,0,3,2,70,26,70.0,107.69,0,0,6,0,0,0,0,0,0.0,0.0,0,0,0,0,23,6,705,105,54.23,94.5,1,5,54,3,0,0,0,0,0.0,0.0,0,0,0,0,1,0,2,2,2.0,28.57,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,28,4,639,65,33.63,91.41,0,4,50,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,78,25,19.5,81.25,0,0,5,0,11,2,101,44,25.25,84.87,0,0,7,0,0.258413467,High
Ahmed Shehzad,Pakistan,BAT,2013-2017,0.373493976,0.249765258,0.46969697,0.22,0.2439,0.125,0.333333333,0.272955975,0.048582996,3,0,101,47,33.66,72.66,0,0,12,0,4,0,96,61,24.0,65.75,0,1,8,0,1,0,103,103,103.0,83.73,1,0,12,1,9,0,290,113,32.22,75.52,1,2,31,2,1,0,50,50,50.0,67.56,0,1,7,0,9,0,348,102,38.66,71.31,1,2,36,3,17,0,649,124,38.17,80.42,1,3,65,4,9,0,195,67,21.66,60.0,0,2,20,1,0,0,0,0,0.0,0.0,0,0,0,0,1,0,13,13,13.0,76.47,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,63,63,63.0,88.73,0,1,7,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,93,93,93,105.0,0.0,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,0,127,54,21.16,55.45,0,1,10,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,115,63,28.75,68.45,0,1,12,0,5,0,228,103,45.6,80.0,1,1,30,1,7,0,207,93,29.57,73.92,0,2,24,1,0,0,0,0,0,0,0,0,0,0,3,0,137,102,45.66,74.05,1,0,11,2,8,0,331,95,41.37,80.53,0,2,38,1,8,0,194,67,24.25,61.58,0,2,20,1,0,0,0,0,0.0,0.0,0,0,0,0,1,0,12,12,12.0,54.54,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,21,0,777,124,37.0,75.87,2,5,71,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,127,54,25.4,58.25,0,1,10,0,0.259636501,High
