Player,Team,Role,Span,Overall_Matches,Matches_vs_India,Matches_vs_Australia,Matches_vs_Bangladesh,Matches_vs_New Zealand,Matches_vs_Afghanistan,Matches_vs_South Africa,Matches_vs_Srilanka,Matches_vs_West Indies,Matches_vs_Canada,Matches_vs_England,Matches_vs_Hong Kong,Matches_vs_Ireland,Matches_vs_Namibia,Matches_vs_Kenya,Matches_vs_Nepal,Matches_vs_Netherlands,Matches_vs_Oman,Matches_vs_USA,Matches_vs_UAE,Matches_vs_Scotland,Matches_vs_Papa New Guinea,Matches_vs_Pakistan,Matches_vs_Zimbabwe,Matches_in_India,Matches_in_Australia,Matches_in_Bangladesh,Matches_in_New Zealand,Matches_in_Afghanistan,Matches_in_South Africa,Matches_in_Srilanka,Matches_in_West Indies,Matches_in_Canada,Matches_in_England,Matches_in_Hong Kong,Matches_in_Ireland,Matches_in_Namibia,Matches_in_Kenya,Matches_in_Nepal,Matches_in_Netherlands,Matches_in_Oman,Matches_in_USA,Matches_in_UAE,Matches_in_Scotland,Matches_in_Papa New Guinea,Matches_in_Pakistan,Matches_in_Zimbabwe,Overall_Overs,Overall_Mdns,Overall_Wkts,Overall_Bowling_Ave,Overall_Econ,Overall_Bowling_SR,Overall_4W,Overall_5W,Overs_vs_India,Mdns_vs_India,Runs_given_vs_India,Wkts_vs_India,Bowling_Ave_vs_India,Econ_vs_India,Bowling_SR_vs_India,4W_vs_India,5W_vs_India,Overs_vs_Australia,Mdns_vs_Australia,Runs_given_vs_Australia,Wkts_vs_Australia,Bowling_Ave_vs_Australia,Econ_vs_Australia,Bowling_SR_vs_Australia,4W_vs_Australia,5W_vs_Australia,Overs_vs_Bangladesh,Mdns_vs_Bangladesh,Runs_given_vs_Bangladesh,Wkts_vs_Bangladesh,Bowling_Ave_vs_Bangladesh,Econ_vs_Bangladesh,Bowling_SR_vs_Bangladesh,4W_vs_Bangladesh,5W_vs_Bangladesh,Overs_vs_New Zealand,Mdns_vs_New Zealand,Runs_given_vs_New Zealand,Wkts_vs_New Zealand,Bowling_Ave_vs_New Zealand,Econ_vs_New Zealand,Bowling_SR_vs_New Zealand,4W_vs_New Zealand,5W_vs_New Zealand,Overs_vs_Afghanistan,Mdns_vs_Afghanistan,Runs_given_vs_Afghanistan,Wkts_vs_Afghanistan,Bowling_Ave_vs_Afghanistan,Econ_vs_Afghanistan,Bowling_SR_vs_Afghanistan,4W_vs_Afghanistan,5W_vs_Afghanistan,Overs_vs_South Africa,Mdns_vs_South Africa,Runs_given_vs_South Africa,Wkts_vs_South Africa,Bowling_Ave_vs_South Africa,Econ_vs_South Africa,Bowling_SR_vs_South Africa,4W_vs_South Africa,5W_vs_South Africa,Overs_vs_Srilanka,Mdns_vs_Srilanka,Runs_given_vs_Srilanka,Wkts_vs_Srilanka,Bowling_Ave_vs_Srilanka,Econ_vs_Srilanka,Bowling_SR_vs_Srilanka,4W_vs_Srilanka,5W_vs_Srilanka,Overs_vs_West Indies,Mdns_vs_West Indies,Runs_given_vs_West Indies,Wkts_vs_West Indies,Bowling_Ave_vs_West Indies,Econ_vs_West Indies,Bowling_SR_vs_West Indies,4W_vs_West Indies,5W_vs_West Indies,Overs_vs_Canada,Mdns_vs_Canada,Runs_given_vs_Canada,Wkts_vs_Canada,Bowling_Ave_vs_Canada,Econ_vs_Canada,Bowling_SR_vs_Canada,4W_vs_Canada,5W_vs_Canada,Overs_vs_England,Mdns_vs_England,Runs_given_vs_England,Wkts_vs_England,Bowling_Ave_vs_England,Econ_vs_England,Bowling_SR_vs_England,4W_vs_England,5W_vs_England,Overs_vs_Hong Kong,Mdns_vs_Hong Kong,Runs_given_vs_Hong Kong,Wkts_vs_Hong Kong,Bowling_Ave_vs_Hong Kong,Econ_vs_Hong Kong,Bowling_SR_vs_Hong Kong,4W_vs_Hong Kong,5W_vs_Hong Kong,Overs_vs_Ireland,Mdns_vs_Ireland,Runs_given_vs_Ireland,Wkts_vs_Ireland,Bowling_Ave_vs_Ireland,Econ_vs_Ireland,Bowling_SR_vs_Ireland,4W_vs_Ireland,5W_vs_Ireland,Overs_vs_Namibia,Mdns_vs_Namibia,Runs_given_vs_Namibia,Wkts_vs_Namibia,Bowling_Ave_vs_Namibia,Econ_vs_Namibia,Bowling_SR_vs_Namibia,4W_vs_Namibia,5W_vs_Namibia,Overs_vs_Kenya,Mdns_vs_Kenya,Runs_given_vs_Kenya,Wkts_vs_Kenya,Bowling_Ave_vs_Kenya,Econ_vs_Kenya,Bowling_SR_vs_Kenya,4W_vs_Kenya,5W_vs_Kenya,Overs_vs_Nepal,Mdns_vs_Nepal,Runs_given_vs_Nepal,Wkts_vs_Nepal,Bowling_Ave_vs_Nepal,Econ_vs_Nepal,Bowling_SR_vs_Nepal,4W_vs_Nepal,5W_vs_Nepal,Overs_vs_Netherlands,Mdns_vs_Netherlands,Runs_given_vs_Netherlands,Wkts_vs_Netherlands,Bowling_Ave_vs_Netherlands,Econ_vs_Netherlands,Bowling_SR_vs_Netherlands,4W_vs_Netherlands,5W_vs_Netherlands,Overs_vs_Oman,Mdns_vs_Oman,Runs_given_vs_Oman,Wkts_vs_Oman,Bowling_Ave_vs_Oman,Econ_vs_Oman,Bowling_SR_vs_Oman,4W_vs_Oman,5W_vs_Oman,Overs_vs_USA,Mdns_vs_USA,Runs_given_vs_USA,Wkts_vs_USA,Bowling_Ave_vs_USA,Econ_vs_USA,Bowling_SR_vs_USA,4W_vs_USA,5W_vs_USA,Overs_vs_UAE,Mdns_vs_UAE,Runs_given_vs_UAE,Wkts_vs_UAE,Bowling_Ave_vs_UAE,Econ_vs_UAE,Bowling_SR_vs_UAE,4W_vs_UAE,5W_vs_UAE,Overs_vs_Scotland,Mdns_vs_Scotland,Runs_given_vs_Scotland,Wkts_vs_Scotland,Bowling_Ave_vs_Scotland,Econ_vs_Scotland,Bowling_SR_vs_Scotland,4W_vs_Scotland,5W_vs_Scotland,Overs_vs_Papa New Guinea,Mdns_vs_Papa New Guinea,Runs_given_vs_Papa New Guinea,Wkts_vs_Papa New Guinea,Bowling_Ave_vs_Papa New Guinea,Econ_vs_Papa New Guinea,Bowling_SR_vs_Papa New Guinea,4W_vs_Papa New Guinea,5W_vs_Papa New Guinea,Overs_vs_Pakistan,Mdns_vs_Pakistan,Runs_given_vs_Pakistan,Wkts_vs_Pakistan,Bowling_Ave_vs_Pakistan,Econ_vs_Pakistan,Bowling_SR_vs_Pakistan,4W_vs_Pakistan,5W_vs_Pakistan,Overs_vs_Zimbabwe,Mdns_vs_Zimbabwe,Runs_given_vs_Zimbabwe,Wkts_vs_Zimbabwe,Bowling_Ave_vs_Zimbabwe,Econ_vs_Zimbabwe,Bowling_SR_vs_Zimbabwe,4W_vs_Zimbabwe,5W_vs_Zimbabwe,Overs_in_India,Mdns_in_India,Runs_given_in_India,Wkts_in_India,Bowling_Ave_in_India,Econ_in_India,Bowling_SR_in_India,4W_in_India,5W_in_India,Overs_in_Australia,Mdns_in_Australia,Runs_given_in_Australia,Wkts_in_Australia,Bowling_Ave_in_Australia,Econ_in_Australia,Bowling_SR_in_Australia,4W_in_Australia,5W_in_Australia,Overs_in_Bangladesh,Mdns_in_Bangladesh,Runs_given_in_Bangladesh,Wkts_in_Bangladesh,Bowling_Ave_in_Bangladesh,Econ_in_Bangladesh,Bowling_SR_in_Bangladesh,4W_in_Bangladesh,5W_in_Bangladesh,Overs_in_New Zealand,Mdns_in_New Zealand,Runs_given_in_New Zealand,Wkts_in_New Zealand,Bowling_Ave_in_New Zealand,Econ_in_New Zealand,Bowling_SR_in_New Zealand,4W_in_New Zealand,5W_in_New Zealand,Overs_in_Afghanistan,Mdns_in_Afghanistan,Runs_given_in_Afghanistan,Wkts_in_Afghanistan,Bowling_Ave_in_Afghanistan,Econ_in_Afghanistan,Bowling_SR_in_Afghanistan,4W_in_Afghanistan,5W_in_Afghanistan,Overs_in_South Africa,Mdns_in_South Africa,Runs_given_in_South Africa,Wkts_in_South Africa,Bowling_Ave_in_South Africa,Econ_in_South Africa,Bowling_SR_in_South Africa,4W_in_South Africa,5W_in_South Africa,Overs_in_Srilanka,Mdns_in_Srilanka,Runs_given_in_Srilanka,Wkts_in_Srilanka,Bowling_Ave_in_Srilanka,Econ_in_Srilanka,Bowling_SR_in_Srilanka,4W_in_Srilanka,5W_in_Srilanka,Overs_in_West Indies,Mdns_in_West Indies,Runs_given_in_West Indies,Wkts_in_West Indies,Bowling_Ave_in_West Indies,Econ_in_West Indies,Bowling_SR_in_West Indies,4W_in_West Indies,5W_in_West Indies,Overs_in_Canada,Mdns_in_Canada,Runs_given_in_Canada,Wkts_in_Canada,Bowling_Ave_in_Canada,Econ_in_Canada,Bowling_SR_in_Canada,4W_in_Canada,5W_in_Canada,Overs_in_England,Mdns_in_England,Runs_given_in_England,Wkts_in_England,Bowling_Ave_in_England,Econ_in_England,Bowling_SR_in_England,4W_in_England,5W_in_England,Overs_in_Hong Kong,Mdns_in_Hong Kong,Runs_given_in_Hong Kong,Wkts_in_Hong Kong,Bowling_Ave_in_Hong Kong,Econ_in_Hong Kong,Bowling_SR_in_Hong Kong,4W_in_Hong Kong,5W_in_Hong Kong,Overs_in_Ireland,Mdns_in_Ireland,Runs_given_in_Ireland,Wkts_in_Ireland,Bowling_Ave_in_Ireland,Econ_in_Ireland,Bowling_SR_in_Ireland,4W_in_Ireland,5W_in_Ireland,Overs_in_Namibia,Mdns_in_Namibia,Runs_given_in_Namibia,Wkts_in_Namibia,Bowling_Ave_in_Namibia,Econ_in_Namibia,Bowling_SR_in_Namibia,4W_in_Namibia,5W_in_Namibia,Overs_in_Kenya,Mdns_in_Kenya,Runs_given_in_Kenya,Wkts_in_Kenya,Bowling_Ave_in_Kenya,Econ_in_Kenya,Bowling_SR_in_Kenya,4W_in_Kenya,5W_in_Kenya,Overs_in_Nepal,Mdns_in_Nepal,Runs_given_in_Nepal,Wkts_in_Nepal,Bowling_Ave_in_Nepal,Econ_in_Nepal,Bowling_SR_in_Nepal,4W_in_Nepal,5W_in_Nepal,Overs_in_Netherlands,Mdns_in_Netherlands,Runs_given_in_Netherlands,Wkts_in_Netherlands,Bowling_Ave_in_Netherlands,Econ_in_Netherlands,Bowling_SR_in_Netherlands,4W_in_Netherlands,5W_in_Netherlands,Overs_in_Oman,Mdns_in_Oman,Runs_given_in_Oman,Wkts_in_Oman,Bowling_Ave_in_Oman,Econ_in_Oman,Bowling_SR_in_Oman,4W_in_Oman,5W_in_Oman,Overs_in_USA,Mdns_in_USA,Runs_given_in_USA,Wkts_in_USA,Bowling_Ave_in_USA,Econ_in_USA,Bowling_SR_in_USA,4W_in_USA,5W_in_USA,Overs_in_UAE,Mdns_in_UAE,Runs_given_in_UAE,Wkts_in_UAE,Bowling_Ave_in_UAE,Econ_in_UAE,Bowling_SR_in_UAE,4W_in_UAE,5W_in_UAE,Overs_in_Scotland,Mdns_in_Scotland,Runs_given_in_Scotland,Wkts_in_Scotland,Bowling_Ave_in_Scotland,Econ_in_Scotland,Bowling_SR_in_Scotland,4W_in_Scotland,5W_in_Scotland,Overs_in_Papa New Guinea,Mdns_in_Papa New Guinea,Runs_given_in_Papa New Guinea,Wkts_in_Papa New Guinea,Bowling_Ave_in_Papa New Guinea,Econ_in_Papa New Guinea,Bowling_SR_in_Papa New Guinea,4W_in_Papa New Guinea,5W_in_Papa New Guinea,Overs_in_Pakistan,Mdns_in_Pakistan,Runs_given_in_Pakistan,Wkts_in_Pakistan,Bowling_Ave_in_Pakistan,Econ_in_Pakistan,Bowling_SR_in_Pakistan,4W_in_Pakistan,5W_in_Pakistan,Overs_in_Zimbabwe,Mdns_in_Zimbabwe,Runs_given_in_Zimbabwe,Wkts_in_Zimbabwe,Bowling_Ave_in_Zimbabwe,Econ_in_Zimbabwe,Bowling_SR_in_Zimbabwe,4W_in_Zimbabwe,5W_in_Zimbabwe,Composite_Score,Performance_Category
Mohammad Hafeez,Pakistan,AR,2013-2019,0.36068,4,6,5,17,2,14,21,9,0,9,0,1,0,0,0,0,0,0,0,0,0,0,9,0,5,8,9,0,7,8,8,0,16,0,1,0,0,0,0,0,0,26,0,0,3,6,0.02698,0.00913,0.04184,0.00192,0.00266,0.00103,0.00954,0.0,11.0,0,62,2,31.0,5.63,33.0,0,0,46.0,1,255,1,255.0,5.54,276.0,0,0,24.0,2,96,0,0.0,4.0,0.0,0,0,23.0,0,76,1,76.0,3.3,138.0,0,0,11.2,0,39,3,13.0,3.44,22.6,0,0,73.0,1,342,6,57.0,4.68,73.0,0,0,140.3,4,626,17,36.82,4.45,49.5,1,0,21.0,0,79,3,26.33,3.76,42.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,27.0,0,149,1,149.0,5.51,162.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,41.0,0,202,3,67.33,4.92,82.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,39.0,1,195,0,0.0,5.0,0.0,0,0,54.2,1,227,5,45.4,4.17,65.2,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,143,1,143.0,5.1,168.0,0,0,38.0,1,173,10,17.3,4.55,22.8,1,0,21.0,0,79,3,26.33,3.76,42.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,68.0,1,383,3,127.66,5.63,136.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,128.3,4,524,12,43.66,4.07,64.2,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,16.0,0,87,1,87.0,5.43,96.0,0,0,25.0,0,115,2,57.5,4.6,75.0,0,0,0.4537868722318003,High
Shoaib Malik,Pakistan,AR,2015-2019,0.26401,5,8,1,8,1,6,11,6,0,12,1,1,0,0,0,0,0,0,0,0,0,0,11,0,4,0,5,0,5,5,3,0,14,0,1,0,0,0,0,0,0,23,0,0,3,8,0.01281,0.00228,0.01922,0.0016,0.00216,0.001,0.0,0.0,9.3,0,54,0,0.0,5.68,0.0,0,0,17.0,0,109,1,109.0,6.41,102.0,0,0,2.0,0,14,0,0.0,7.0,0.0,0,0,9.0,0,50,1,50.0,5.55,54.0,0,0,4.0,0,21,0,0.0,5.25,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,35.0,0,164,1,164.0,4.68,210.0,0,0,21.0,2,92,1,92.0,4.38,126.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,57.0,0,364,5,72.8,6.38,68.4,0,0,3.0,0,17,0,0.0,5.66,0.0,0,0,1.0,0,1,0,0.0,1.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,39.5,0,178,8,22.25,4.46,29.8,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,12.0,0,73,1,73.0,6.08,72.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,9.0,0,50,1,50.0,5.55,54.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,26.0,0,128,0,0.0,4.92,0.0,0,0,6.0,0,24,0,0.0,4.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,32.0,0,209,2,104.5,6.53,96.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,1.0,0,1,0,0.0,1.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,72.3,2,401,5,80.2,5.53,87.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,7.0,0,46,2,23.0,6.57,21.0,0,0,32.5,0,132,6,22.0,4.02,32.8,0,0,0.3030726773161254,High
Imad Wasim,Pakistan,AR,2015-2020,0.20451,3,9,1,4,1,6,9,7,0,10,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,4,3,3,0,20,0,1,0,0,0,0,0,0,14,0,0,3,2,0.02587,0.00913,0.04976,0.00225,0.00245,0.00128,0.0,0.0092,19.4,0,118,0,0.0,6.0,0.0,0,0,84.0,3,451,7,64.42,5.36,72.0,0,0,6.0,0,26,0,0.0,4.33,0.0,0,0,24.0,0,126,1,126.0,5.25,144.0,0,0,10.0,0,48,2,24.0,4.8,30.0,0,0,50.0,0,213,3,71.0,4.26,100.0,0,0,51.1,3,212,6,35.33,4.14,51.1,0,0,46.0,1,201,4,50.25,4.36,69.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,74.0,0,396,10,39.6,5.35,44.4,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,5.4,0,14,5,2.8,2.47,6.8,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,30.0,1,152,6,25.33,5.06,30.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,37.0,0,200,4,50.0,5.4,55.5,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,8.0,0,47,0,0.0,5.87,0.0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,145,1,145.0,4.53,192.0,0,0,20.1,0,98,3,32.66,4.85,40.3,0,0,20.0,1,74,1,74.0,3.7,120.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,138.4,1,706,14,50.42,5.09,59.4,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,5.4,0,14,5,2.8,2.47,6.8,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,102.0,4,483,9,53.66,4.73,68.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,22.0,1,130,3,43.33,5.9,44.0,0,0,15.0,1,60,4,15.0,4.0,22.5,0,0,0.3044485752241882,High
Shahid Afridi,Pakistan,BOWL,2013-2015,0.16361,2,4,1,7,1,8,9,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,4,5,5,0,2,3,5,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,0.0212,0.00685,0.04184,0.00237,0.00254,0.00132,0.0,0.0,16.0,0,88,0,0.0,5.5,0.0,0,0,34.0,1,156,5,31.2,4.58,40.8,0,0,10.0,0,64,0,0.0,6.4,0.0,0,0,69.2,1,295,10,29.5,4.25,41.6,0,0,10.0,0,31,1,31.0,3.1,60.0,0,0,63.4,1,279,11,25.36,4.38,34.7,0,0,65.0,0,361,7,51.57,5.55,55.7,0,0,10.0,0,48,0,0.0,4.8,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,10.0,0,38,0,0.0,3.8,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,10.0,1,35,2,17.5,3.5,30.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,30.0,2,165,1,165.0,5.5,180.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,32.0,1,171,0,0.0,5.34,0.0,0,0,44.0,0,224,3,74.66,5.09,88.0,0,0,45.0,1,207,4,51.75,4.6,67.5,0,0,0,0,0,0,0,0,0,0,0,16.0,0,72,3,24.0,4.5,32.0,0,0,20.2,0,116,0,0.0,5.7,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,150.4,3,658,26,25.3,4.36,34.7,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,20.0,1,112,1,112.0,5.6,120.0,0,0,0.2397238005680265,High
Shadab Khan,Pakistan,BOWL,2017-2023,0.20823,5,0,2,12,1,9,7,7,0,5,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,5,0,7,0,3,0,14,0,0,0,0,0,2,0,0,12,0,0,8,5,0.02999,0.01141,0.08255,0.00306,0.00229,0.00184,0.03815,0.0,35.3,0,233,4,58.25,6.56,53.2,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,19.0,0,111,3,37.0,5.84,38.0,0,0,102.0,2,480,14,34.28,4.7,43.7,1,0,10.0,0,44,1,44.0,4.4,60.0,0,0,77.0,1,432,8,54.0,5.61,57.7,0,0,57.5,2,289,13,22.23,4.99,26.6,0,0,55.0,3,288,12,24.0,5.23,27.5,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,42.0,1,232,6,38.66,5.52,42.0,0,0,8.0,1,31,2,15.5,3.87,24.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,19.0,0,88,1,88.0,4.63,114.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,38.4,0,155,9,17.22,4.0,25.7,2,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,43.0,0,206,5,41.2,4.79,51.6,0,0,0,0,0,0,0,0,0,0,0,62.0,0,362,5,72.4,5.83,74.4,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,27.0,1,149,5,29.8,5.51,32.4,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,112.0,2,621,16,38.81,5.54,42.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,19.0,0,88,1,88.0,4.63,114.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,86.3,5,369,19,19.42,4.26,27.3,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,75.5,2,433,13,33.3,5.7,35.0,1,0,38.4,0,155,9,17.22,4.0,25.7,2,0,0.377516083720624,High
